acc. date,type,reg.,operator,fat.,location
16-Jan-23,Learjet 35A,D-CGFC,GFD,0,E of Hohn Air Base (ETNH)
16-Jan-23,Cessna 208B Super Cargomaster,N236KA,Kamaka Air,0,"3,6 km WSW of Molokai/Kaunakakai Airport, HI (MKK)"
18-Jan-23,Beechcraft B200 King Air,N200EJ,Lynch Flying Service Inc,0,"Poplar Municipal Airport, MT (PO1)"
21-Jan-23,Boeing 737-8AS (WL),9H-QDU,Ryanair,0,Niederrhein/Weeze Airport (NRN/EDLV)
22-Jan-23,Airbus A350-1041,G-XWBL,British Airways,0,over Canary Islands
23-Jan-23,de Havilland Canada DHC-6 Twin Otter 300,VP-FBC,British Antarctic Survey,0,Mount Lymburner
24-Jan-23,Cessna 551 Citation II/SP,N1252D,BoneDoc Aviation LLC,0,"Joplin Regional Airport (JLN/KJLN), Joplin, MO"
25-Jan-23,Boeing 767-381ER (BCF),JA603A,All Nippon Airways - ANA,0,Tokyo/Narita International Airport (NRT/RJAA)
27-Jan-23,Cessna 560 Citation Encore,C-FYMM,Chartright Air,0,"40 nm S of Toronto, ON"
27-Jan-23,Ilyushin Il-18D,TL-KBR,,,Al-Khadim Air Base
27-Jan-23,Let L-410UVP-E20,EY-473,Fly Air Africa Aviation,0,NW of Juba Airport (JUB)
02-Feb-23,Cessna 208B Grand Caravan,5Y-BMZ,Unknown,1,Nasir Airport
05-Feb-23,Learjet 60,N357WP,Hera Flight,0,North Eleuthera International Airport (ELH/MYEH)
06-Feb-23,Boeing 737-3H4 (WL),N619SW,Coulson Aviation,0,"Fitzgerald River National Park, WA"
08-Feb-23,Cessna 208B Grand Caravan,5Y-EMM,Transition Aviation,0+1,Ulang airstrip
08-Feb-23,Cirrus SF50 Vision Jet G2,N426SJ,"Mag Aviation, LLC",0,"Waukesha Airport, WI (UES)"
09-Feb-23,Boeing 737-406 (SF),5N-OTT,Allied Air,0,Brazzaville-Maya Maya Airport (BZV/FCBB)
10-Feb-23,Boeing 767-332ER (WL),N197DN,Delta Air Lines,0,near Edinburgh Airport (EDI/EGPH)
10-Feb-23,Cessna 208B Super Cargomaster,N9634B,SkyDive Mexico,0,San José Vista Hermosa
10-Feb-23,Cessna 208B Supervan 900,P2-HFA,Helifix - PNG,0,Eliptamin Airport (EPT)
10-Feb-23,Boeing 737-823 (WL),N944AN,American Airlines,0,"Rushville, IN"
11-Feb-23,Learjet 55,N600C,1982-047 LLC,0,"Rochester-Greater Rochester International Airport, NY (ROC/KROC)"
13-Feb-23,Britten-Norman BN-2B-20 Islander,PJ-WEB,Windward Express Airways,0,Saba-Juancho E. Yrausquin Airport (SAB)
16-Feb-23,Airbus A319-132,N505NK,Spirit Airlines,0,"N of New Orleans, LA"
16-Feb-23,Cessna 208 Cargomaster,CX-MAX,Aeromás,0,"near Berisso, BA"
17-Feb-23,Honda HA-420 HondaJet,N14QB,Haedo Air LLC,0,"Houston-William P. Hobby Airport, TX (HOU)"
20-Feb-23,Fokker 70,P2-ANT,Air Niugini,0,near Port Moresby
22-Feb-23,Bombardier CRJ-900LR,N954LR,"Mesa Airlines, opf American Eagle",0,"Hollywood Burbank Airport (BUR/KBUR), Burbank, CA"
22-Feb-23,Beechcraft B200 Super King Air,N55PC,CTEH,5,"1,5 km S of Little Rock-Bill and Hillary Clinton National Airport, AR (LIT)"
24-Feb-23,Embraer ERJ-190AR,N337JB,Jetblue Airways,0,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)"
28-Feb-23,Cessna 208B Grand Caravan,C-GMVB,"Wilderness North Air, dba ZAM Air Service",2,"57 km NNW of Nakina, ON"
02-Mar-23,Airbus A330-941,D-ANRA,Condor Flugdienst,0,near Seychelles
02-Mar-23,de Havilland Canada DHC-8-402Q Dash 8,C-GVEN,WestJet Encore,0,near Kelowna International Airport (YLW/CYLW)
02-Mar-23,Airbus A320-251N,N366FR,Frontier Airlines,0,"NE of Dallas, TX"
03-Mar-23,Bombardier BD-100-1A10 Challenger 300,N300ER,Conexon LLC opf AirShare,1,"near Windsor Locks, CT"
05-Mar-23,Honda HA-420 HondaJet Elite,N118CX,Nesama LLC dba Volato,0,"Buena Vista-Central Colorado Regional Airport (AEJ/KAEJ), CO"
08-Mar-23,Boeing C-32A (757-2G4),98-0001,US Air Force (USAF),0,Amman-Queen Alia International Airport (AMM/OJAI)
21-Mar-23,Boeing 777-224ER,N79011,United Airlines,0,"near San Francisco International Airport, CA (SFO/KSFO)"
22-Mar-23,Airbus A320-232,N1902U,United Airlines,0,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)"
22-Mar-23,Boeing 777-28EER,HL8254,Asiana Airlines,0,near Seoul
24-Mar-23,McDonnell Douglas MD-88 (SF),N834US,USA Jet Airlines,0,Saltillo-Plan de Guadalupe International Airport (SLW/MMIO)
27-Mar-23,Cessna 550 Citation II,N550DW,Xceed Management Group LLC,0,"Oklahoma City-Wiley Post Airport, OK (PWA)"
30-Mar-23,Cessna 525B CitationJet CJ3,N869AC,Allegis Corp,0,"Gulf of Mexico, near Tampa, FL"
01-Apr-23,Cessna 750 Citation X,N85AV,Discovery Jets,0,"Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM)"
06-Apr-23,Cessna 550 Citation II,C-FHLG,FLYGTA Airlines Inc.,0,"278 km N of Southern Pines, NC"
09-Apr-23,Boeing 737-8AS (WL),EI-DHH,Ryanair,0,Dublin Airport (DUB/EIDW)
13-Apr-23,Boeing 777-31HER,A6-EGH,Emirates,0,"Miami International Airport, FL (MIA/KMIA)"
13-Apr-23,Airbus A330-243,C-GUBL,Air Transat,0,"Miami International Airport, FL (MIA/KMIA)"
14-Apr-23,British Aerospace 3112 Jetstream 31,C-FCPE,Northwestern Air,0,"Fort Smith Airport, NT (YSM)"
15-Apr-23,Boeing 737-86Q (WL),UR-SQH,"SkyUp Airlines, opf Sun Air Company",0,Khartoum International Airport (KRT)
15-Apr-23,Airbus A330-343E,HZ-AQ30,Saudi Arabian Airlines,0,Khartoum International Airport (KRT)
16-Apr-23,Antonov An-72-100D,ST-PRM,Sudan Police Air Wing,0,Khartoum International Airport (KRT)
16-Apr-23,Ilyushin Il-76TD,ST-APS,Kush Aviation,0,Khartoum International Airport (KRT)
16-Apr-23,Ilyushin Il-76TD,ST-EWD,Kush Aviation,0,Khartoum International Airport (KRT)
16-Apr-23,Ilyushin Il-62M,ST-PRA,Sudan Government,0,Khartoum International Airport (KRT)
16-Apr-23,Saab 340A,TG-TAI,TAG Airlines,0,Flores-Mundo Maya International Airport (FRS)
17-Apr-23,Ilyushin Il-76TD,EW-576TH,Belcanto Airlines,0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-74-200,ST-PRD,Sudan Government,0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-32B,7710,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-26B-100,7718,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-12BK,9966,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-12BK,9977,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-12BK,9933,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
17-Apr-23,Antonov An-12BP,9988,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
19-Apr-23,Boeing 737-33A (SF),PK-YGW,Asia Cargo Airlines,0,Khartoum International Airport (KRT)
21-Apr-23,Beechcraft 200 Super King Air,LV-WPM,Flytec SA,0,"Salta-Martín Miguel de Güemes International Airport, SA (SLA)"
21-Apr-23,Ilyushin Il-76TD,ST-BDN,Badr Airlines,0,Khartoum International Airport (KRT)
21-Apr-23,Antonov An-32B,7709,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
21-Apr-23,Antonov An-30,7708,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
21-Apr-23,Antonov An-26,7777,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
21-Apr-23,Antonov An-26,7705,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
21-Apr-23,Antonov An-12BP,-,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),0,Khartoum International Airport (KRT)
21-Apr-23,Airbus A320-214,B-LPI,Hong Kong Airlines,0,Hong Kong FIR
22-Apr-23,Cessna 208 Caravan I,5X-ASI,"Airfast, lsf Air Serv",0,Obaye Airstrip (FZNQ)
22-Apr-23,Boeing 777-223ER,N770AN,American Airlines,0,over Atlantic Ocean
23-Apr-23,Saab 340A (F),VH-KDK,Pel-Air,0,"114 km ENE of Cobar, NSW"
26-Apr-23,Boeing 777-233LR,C-FIUF,Air Canada,0,"Sydney-Kingsford Smith International Airport, NSW (SYD) ?"
28-Apr-23,Gulfstream G500,N507GD,General Dynamics Corp,0,"near Washington-Dulles International Airport, VA (IAD/KIAD)"
04-May-23,Boeing 787-8 Dreamliner,CC-BBF,LATAM Airlines Chile,0,Bogotá-Eldorado Airport (BOG/SKBO)
05-May-23,Airbus A321-231 (WL),N921US,American Airlines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)"
06-May-23,Boeing 747-428F,N580UP,UPS Airlines,0,Tokyo-Narita International Airport (NRT/RJAA)
09-May-23,Cessna 208 Caravan 675,PK-HVG,Dimonim Air,0,Yabi Airstrip
10-May-23,Learjet 36A,N56PA,Phoenix Air,3,"1,7 km SW off San Clemente Island, CA"
11-May-23,Embraer ERJ-175LR,N88331,"United Express, opb Mesa Airlines",0,"near New Orleans, LA"
11-May-23,Cessna 208B Grand Caravan,PK-NGA,Nasional Global Aviasi,0,Fentheik Airstrip
11-May-23,Hawker 900XP,PK-LRU,Angkasa Super Services,0,Maleo Airport (MOH)
12-May-23,Cessna 208B Grand Caravan,5X-RBR,Bar Aviation,0,Kampala-Kajjansi Airfield
14-May-23,Boeing 747-4R7F,LX-OCV,Cargolux,0,Luxembourg-Findel Airport (LUX)
15-May-23,Learjet 35A,D-CGFQ,GFD Aviation,2,Hohn Air Base (ETNH)
16-May-23,de Havilland Canada DHC-6 Twin Otter 300,8Q-TAQ,Trans Maldivian Airways,0,Vommuli Water Aerodrome
18-May-23,Honda HA-420 HondaJet,N255HJ,Upfrunt Services LLC,0,"Summerville Airport, SC"
19-May-23,Shorts SC.7 Skyvan 3A-100,AF-519,Uganda Peoples Defence Force,0,near Kalongo Airstrip
20-May-23,Viking Air DHC-6 Twin Otter 400,N153QS,Seafly LLC,2,"54 km W off Half Moon Bay Airport, CA (HAF)"
30-May-23,Bombardier BD-100 Challenger 350,LN-JHH,Sundt Air,0,Dundee Airport (DND/EGPN)
01-Jun-23,Airbus A320-232,N479UA,United Airlines,0,"near Houston, TX"
01-Jun-23,Boeing 737-924ER (WL),N28457,United Airlines,0,"near Chicago, IL"
04-Jun-23,Cessna 560 Citation V,N611VG,Encore Motors of Melbourne Inc,4,"near Montebello, VA"
05-Jun-23,Boeing 737-8CT (WL),C-GWSX,WestJet,0,"Calgary International Airport, AB (YYC/CYYC)"
06-Jun-23,Dassault Falcon 10,N87RT,Premier LJ40 Inc,0,"Panama City-Northwest Florida Beaches International Airport, FL (ECP)"
15-Jun-23,Boeing 777-336ER,G-STBL,British Airways,0,over Bay of Bengal
19-Jun-23,Boeing 787-9 Dreamliner,9V-OJF,Scoot,0,Seoul-Incheon International Airport (ICN/RKSI)
21-Jun-23,Airbus A320-214,OO-SNI,Brussels Airlines,0,Vilnius Airport (VNO/EYVI)
23-Jun-23,Cessna 208 Caravan 675,PK-SMW,SAM Air,6,12 km S of Elelim
24-Jun-23,Boeing 777-367ER,B-KPQ,Cathay Pacific Airways,0,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH)
26-Jun-23,ATR 72-600 (72-212A),PR-PFD,Imetame Metalmecanica Ltda,0,"Telêmaco Borba, PR (SSVL)"
28-Jun-23,Boeing 717-2BD,N955AT,Delta Air Lines,0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)"
28-Jun-23,Boeing 777-236ER,G-YMML,British Airways,0,near Beijing
03-Jul-23,Cessna 208B Supervan 900,N716MM,Arne Aviation LLC,0,"Suffolk Executive Airport, VA (KSFQ)"
06-Jul-23,Antonov An-2R,RA-02241,Aircompany Parma,0,"near Chuvashi village, Kirovo-Chepetsky district, Kirov region"
08-Jul-23,Cessna 550 Citation II,N819KR,Prestige Worldwide Flights LLC,6,"0,2 km N of Murrieta/Temecula-French Valley Airport, CA (RBK)"
08-Jul-23,Antonov An-2R,SE-KCE,Aviatörsföreningen Antonov 2,0,Vårgårda
11-Jul-23,Embraer EMB-120 Brasilia,6O-AAD,Halla Airlines,0,Mogadishu Aden Adde International Airport (MGQ)
12-Jul-23,Airbus A320-214 (WL),N249NV,Allegiant Air,0,"NE of St. Petersburg, Florida"
17-Jul-23,Boeing 747-412F,OE-LRG,Challenge Airlines,0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG)
17-Jul-23,Boeing 757-23A (SF),N918FD,FedEx Express,0,Tel Aviv-Ben Gurion International Airport (TLV/LLBG)
17-Jul-23,Cessna 208B Grand Caravan,SP-WAW,Skydive Warsaw,1+5,Chrcynno Airfield (EPNC)
17-Jul-23,Cessna 208B Grand Caravan,5Y-RNA,Aero Jet Aviation Ltd,0,Walgak Airstrip
20-Jul-23,Airbus A321-211,C-GYFM,Air Canada Rouge,0,"9,3 km N of Toronto-Pearson International Airport, ON (YYZ)"
22-Jul-23,Airbus CC-150 Polaris (A310-300),15003,Royal Canadian Air Force - RCAF,0,Guam-Andersen AFB (UAM/PGUA)
23-Jul-23,Airbus A320-214,N229NV,Allegiant Air,0,"near Melbourne, FL"
23-Jul-23,Antonov An-26?,,,9,Port Sudan Airport (PZU)
24-Jul-23,Boeing 767-332ER (WL),N189DN,Delta Air Lines,0,W of Milan
24-Jul-23,Boeing 737-7H4 (WL),N279WN,Southwest Airlines,0,"East Palestine, OH"
25-Jul-23,Canadair CL-215-1A10,1055,Elleniki Polemikí Aeroporía,2,near Platanistos
28-Jul-23,Cessna 650 Citation VII,XB-VFJ,Unknown,3,off Veracruz
28-Jul-23,Boeing 737-924ER (WL),N77431,United Airlines,0,"450 km E of Myrtle Beach, SC, USA"
29-Jul-23,Boeing 767-322ER (WL),N641UA,United Airlines,0,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)"
29-Jul-23,Beechcraft B300 King Air 350,C-GTEM,Alkan Air,0,"Vancouver International Airport, BC (YVR/CYVR)"
03-Aug-23,Boeing 767-322ER (WL),N676UA,United Airlines,0,"Washington-Dulles International Airport (IAD/KIAD), Chantilly, VA"
07-Aug-23,Cessna 208B Grand Caravan,ZS-JEM,Federal Airlines,0,Arathusa Safari Lodge (FAAR)
07-Aug-23,Boeing 737-8U3 (WL),PK-GNM,Garuda Indonesia Airways,0,Banjarmasin-Sjamsudin Noor Airport (BDJ/WAOO)
09-Aug-23,Lockheed CC-130H Hercules,130337,Canadian Air Force (CAF),0,"Comox Airport, British Columbia. (YQQ/CYQQ)"
09-Aug-23,Boeing 737-7CT (WL),C-FWSI,WestJet,0,Comox Valley Airport (YQQ)
12-Aug-23,Beechcraft B200 Super King Air,VH-FDG,RFDS Australia,0,"Cloncurry Airport, QLD (CNJ/YCCY)"
14-Aug-23,Embraer ERJ-170SE,N776MS,"American Eagle, opb Envoy",0,"near Eleroy, IL"
14-Aug-23,Boeing 787-9 Dreamliner,CC-BGI,LATAM Airlines Chile,1,"N of Panama, over Caribbean Sea"
15-Aug-23,Beechcraft C99 Commuter,N261SW,Ameriflight,0,"Lansing-Capital Region International Airport (LAN/KLAN), Lansing, MI"
17-Aug-23,Raytheon 390 Premier I,N28JV,Jet Valet Sdn Bhd,8+2,"Elmina, Shah Alam, near Sultan Abdul Aziz Shah Airport (SZB/WMSA)"
18-Aug-23,Airbus A380-861,A6-EOM,Emirates,0,Nice-Côte d'Azur Airport (NCE/LFMN)
18-Aug-23,Boeing 777-222,N209UA,United Airlines,0,over Northern Atlantic Ocean
20-Aug-23,Boeing 737-890 (WL),N516AS,Alaska Airlines,0,"Santa Ana-John Wayne International Airport (SNA/KSNA), Santa Ana, CA"
21-Aug-23,IAI 1125 Astra SP,N39TT,Northern Illinois Flight Center,0,"Chicago-Executive Airport (PWK/KPWK), Wheeling, IL"
22-Aug-23,Beechcraft C99 Commuter,N55RP,"UAS Transervices Inc, opb. Wiggins Airways",2,"near Litchfield, ME"
23-Aug-23,Embraer EMB-135BJ Legacy 600,RA-02795,"MNT-Aero, opf Wagner Group",10,"near Kuzhenkino, Tver Region"
24-Aug-23,Viking Air DHC-6 Twin Otter 400,F-OMYS,Air Antilles,0,Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ)
24-Aug-23,Beechcraft B99 Airliner,C6-FLR,Flamingo Air Charter,0,Black Point Airstrip (MYEB)
29-Aug-23,Airbus A350-941,N576DZ,Delta Air Lines,0,"near Atlanta, GA"
30-Aug-23,Boeing 777-328ER,F-GSQT,Air France,0,Paris-Charles de Gaulle Airport (CDG/LFPG)
30-Aug-23,Airbus A330-941,N411DX,Delta Air Lines,0,Paris-Charles de Gaulle Airport (CDG/LFPG)
30-Aug-23,Airbus A321-253NX,EI-LRD,Aer Lingus,0,"Washington-Dulles International Airport, DC (IAD/KIAD)"
01-Sep-23,Beechcraft B200C Super King Air,P2-JAU,Tropicair,0,Port Moresby-Jacksons International Airport (POM/AYPY)
06-Sep-23,Boeing 737 MAX 9,N37531,United Airlines,0,"near Cincinnati/Northern Kentucky Airport, KY (CVG)"
07-Sep-23,Fairchild SA227-DC Metro 23,C-GJVW,Perimeter Aviation,0,"Detour Lake, ON (CDT9)"
08-Sep-23,Beechcraft 200 Super King Air,N220KW,Airselect LLC,0,"near Elk Grove Village, IL"
14-Sep-23,Learjet 45XR,VT-DBL,VSR Ventures,0,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB)
16-Sep-23,Embraer EMB-110P1 Bandeirante,PT-SOG,Manaus Aerotaxi,14,"Barcelos Airport, AM (BAZ/SWBC)"
18-Sep-23,Boeing 767-323ER (BDSF) (WL),A9C-DHAB,DHL International Aviation ME,0,Beirut-Rafic Hariri International Airport (BEY/OLBA)
19-Sep-23,Boeing 737-85P (WL),EC-MJU,Air Europa,0,Palma de Mallorca Airport (PMI/LEPA)
19-Sep-23,Boeing 757-330 (WL),D-ABOJ,Condor Flugdienst,0,Palma de Mallorca Airport (PMI/LEPA)
21-Sep-23,Embraer EMB-545 Praetor 500,N434FX,Flexjet LLC,0,"Brunswick-Malcolm McKinnon Airport, (SSI/KSSI, St Simons Island, GA"
23-Sep-23,Ilyushin Il-76TD,TZ-98T,Malian Air Force,2,Gao International Airport (GAQ/GAGO)
25-Sep-23,Airbus A320-232,N569JB,JetBlue Airways,0,Carribean Sea near Jamaica
28-Sep-23,Boeing 787-8 Dreamliner,N804AN,American Airlines,0,"near Detroit, MI"
30-Sep-23,Boeing 737 MAX 9,N37560,United Airlines,0,"Denver International Airport (DEN/KDEN), Denver, CO"
04-Oct-23,Learjet 45,XA-JAO,AeroParadise,0,El Lencero (MMJA)
04-Oct-23,Boeing 757-236 (SF),N977FD,FedEx Express,0,"Chattanooga-Lovell Field (CHA/KCHA), Chattanooga, TN"
04-Oct-23,Boeing 737-8AS (WL),EI-EGD,Ryanair,0,London-Stansted Airport (STN/EGSS)
04-Oct-23,Airbus A321-253NX,G-OATW,Titan Airways,0,"near London-Stansted Airport (STN/EGSS), Essex"
15-Oct-23,Cessna 208 Caravan I,F-HSLE,Skydive Center à Tallard,1,near Gap-Tallard Airfield (GAT/LFNA)
16-Oct-23,Cessna 208B Grand Caravan,V3-HIN,Maya Island Air,2,0.5 nm N of Placencia Airport (PLJ)
20-Oct-23,Cessna 208 Supervan 900,VH-UMV,Experience Co (Skydive Australia),0,"near Barwon Heads Airport (YBRS), Connewarre, VIC"
20-Oct-23,Ilyushin Il-76MD,RF-86900,Russian Air Force,0,Dushanbe-Gissar Air Base
24-Oct-23,Raytheon Hawker 850XP,N269AA,Whitmore Holdings LLC,0,"Houston-William P. Hobby Airport, TX (HOU)"
24-Oct-23,Cessna 510 Mustang,N510HM,SB 501 LLC,0,"Houston-William P. Hobby Airport, TX (HOU)"
24-Oct-23,Reims-Cessna F406 Caravan II,V5-WAI,Westair Aviation,0,near Osire
29-Oct-23,Cessna 208B Grand Caravan,PT-MEE,ART Táxi Aéreo Ltda,12,"near Rio Branco–Plácido de Castro Intl. Airport (RBR), AC"
29-Oct-23,Airbus A320-233,LZ-MDI,"Air Arabia Maroc, opb Fly2Sky",0,Casablanca-Mohamed V Airport (CMN/GMMN)
30-Oct-23,Cessna C-98 Caravan I (208A),FAB2724,Força Aérea Brasileira - FAB,0,"near Palimiú Community, Roraima"
31-Oct-23,ATR 72-600 (72-212A),G-CMJM,"Aer Lingus Regional, opb Emerald Airlines UK",0,Edinburgh Airport (EDI/EGPH)
01-Nov-23,Antonov An-2R,RA-71196,KavMinVody Avia ?,0,Mineralnye Vody Airport (MRV/URMM)
01-Nov-23,Learjet 35A,XA-IRE,Jet Rescue Air Ambulance,4,Cuernavaca Airport (CVJ/MMCB)
01-Nov-23,Beechcraft 1900D,ZS-OKN,National Airways Corporation,0,Port Elizabeth Airport (FAPE)
03-Nov-23,Raytheon Hawker 800XP,5N-AMM,Flints Aero Services,0,"Ibadan Airport (IBA/DNIB), Oyo State"
03-Nov-23,Embraer EMB-110P1 Bandeirante,PT-OCV,RICO Taxi Aéreo,0,"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG)"
03-Nov-23,Pilatus PC-24,C-FMHR,Mark Anthony Group Inc.,0,"near Kelowna, BC"
10-Nov-23,Antonov TR-301,RA-84566,Stryzh Avia,0,"15 km SW of Polyarny, Chukotka"
13-Nov-23,Cessna 560 Citation Ultra,N560ZS,Special Services Corporation,0,"Greenville Downtown Airport, SC (GMU/KGMU)"
15-Nov-23,Cessna 208B Grand Caravan EX,N867UT,TVPX Aircraft Solution INC Trustee,0,"near Mariscal Estigarribia, PY"
20-Nov-23,Boeing P-8A Poseidon,169561,US Navy (USN),0,"Kaneohe Bay MCAS (Marion E. Carl Field) (NGF/PHNG), Kaneohe, HI"
26-Nov-23,Cessna 560XL Citation Excel,N475CW,"Ultra Air, LLC",0,"Council Bluffs, IA"
28-Nov-23,Embraer EMB-120ER Brasilia,5H-FLM,Sindbard Air,0,Kikoboga/Mikumi Airstrip (HTMK)
28-Nov-23,Embraer EMB-120ER Brasilia,5H-MJH,UnityAir Zanzibar,0,Kikoboga/Mikumi Airstrip (HTMK)
30-Nov-23,Beechcraft 400A Beechjet,N800SD,Aircraft Charter Group LLC,0,"Atlanta-DeKalb Peachtree Airport, GA (PDK/KPDK)"
30-Nov-23,Boeing 717-2BL,N494HA,Hawaiian Airlines,0,"Kahului Airport (OGG/PHOG), Kahului, HI"
04-Dec-23,Airbus A380-861,A6-EEV,Emirates,0,within Male FIR
08-Dec-23,Saab 340B,A3-PUA,Lulutai Airlines,0,"Fua?amotu Airport, Tongatapu"
15-Dec-23,Cessna 510 Citation Mustang,PR-MCL,Roma Participações,0,"Ijuí-J. Batista Bos Filho Airport, RS (IJU/SSIJ)"
17-Dec-23,Cessna 208B Grand Caravan,5Y-GOK,Government of Kenya,0,Kiunga Airstrip (KIU)
19-Dec-23,Boeing 737-8H4 (WL),N8514F,Southwest Airlines,0,"NNE of Saint Louis, MO"
27-Dec-23,de Havilland Canada DHC-6 Twin Otter 300,C-GMAS,Air Tindi,0,"16 km from Diavik Diamond Mine, 300 km NW of Yellowknife, NT"
30-Dec-23,Cessna 560XL Citation XLS,TC-LLL,Kalyon Güven Aviation,0,Diyarbakir Airport (DIY/LTCC)
30-Dec-23,ATR 72-600 (72-212A),G-CMMT,"Aer Lingus Regional, opb Emerald Airlines UK",0,Belfast City Airport (BHD/EGAC)
03-Jan-22,British Aerospace 4121 Jetstream 41,ZS-NRJ,SA Airlink,0,near Venetia Mine Airport
04-Jan-22,British Aerospace 3101 Jetstream 31,HR-AYY,LANHSA - Línea Aérea Nacional de Honduras S.A,0,Roatán-Juan Manuel Gálvez International Airport (RTB)
05-Jan-22,Boeing 737-4H6,EP-CAP,Caspian Airlines,0,Isfahan-Shahid Beheshti Airport (IFN)
08-Jan-22,Tupolev Tu-204-100C,RA-64032,"Cainiao, opb Aviastar-TU",0,Hangzhou Xiaoshan International Airport (HGH)
12-Jan-22,Beechcraft 200 Super King Air,,private,0,"Machakilha, Toledo District, Grahem Creek area"
16-Jan-22,Airbus A320-214 (WL),JA24MC,Star Flyer,0,near Okayama City
19-Jan-22,Cessna 208B Grand Caravan EX,YV3033,Mahan Air,0,"near Vakilabad, Arzuiyeh"
22-Jan-22,Airbus A320-232,N760JB,JetBlue Airways,0,"Hayden-Yampa Valley Airport, CO (HDN)"
27-Jan-22,Bombardier CL-600-2B16 Challenger 604,2-SLOW,Volare Aviation,0,Heraklion-N. Kazantzakis Airport (HER/LGIR)
31-Jan-22,Bombardier CL-600-2B16 Challenger 604,N999PX,Lima Delta Co Trustee,0,London-Stansted Airport (STN)
31-Jan-22,Beechcraft B300 King Air 350,C-GEAS,"Air Tindi, opf Royal Canadian Air Force - RCAF",0,"Thunder Bay Airport, ON (YQT)"
02-Feb-22,Hawker 1000,N207K,Skyview LLC,0,"Islip-Long Island MacArthur Airport, NY (ISP)"
05-Feb-22,Cessna 208B Grand Caravan,5H-TAZ,Care Aviation,0,New Fangak Airstrip
07-Feb-22,Embraer ERJ-190-100LR,OH-LKK,Finnair,0,København-Kastrup Airport (CPH)
08-Feb-22,Antonov An-26,SP-402,South Sudanese Air Force,0,Agok Airstrip
11-Feb-22,Cessna 501 Citation I/SP,LV-JUO,Aviajet SA,0,"Morón-Ituzaingo Airport, BA"
11-Feb-22,Antonov An-2R,RA-33599,Kamchatsky Krechet,2,"1 km SW of Koryaki, Yelizovsky district, Kamchatka"
14-Feb-22,Let L-410UVP-E3,9S-GFA,Doren Air Congo,0,Bukavu-Kavumu Airport (BKY)
15-Feb-22,ATR 42-500,JA04JC,Japan Air Commuter,0,55 km NNW of Osaka Airport
15-Feb-22,Britten-Norman BN-2A-9 Islander,N821RR,Air Flamenco,0,Culebra Airport (CPX)
16-Feb-22,Swearingen SA226-AT Merlin IV,HK-5225,Colcharter,0,San Andres Island-Gustavo Rojas Pinilla Airport (ADZ)
18-Feb-22,Embraer EMB-500 Phenom 100E,N68NH,Eclipse Transport LLC,0,"Detroit-Coleman A. Young International Airport, MI (DET)"
21-Feb-22,de Havilland Canada DHC-3T Texas Turbine Otter,N413JP,Bald Mountain Air Services,0,"Umiat Airport, AK (UMT)"
21-Feb-22,Raytheon Hawker 800XP,N99AP,Roper Aviation LLC,0,"Aspen-Pitkin County Airport, CO (ASE/KASE)"
23-Feb-22,Cessna 208B Grand Caravan,5X-ASD,Air Serv Limited,0,Bor Airport (HSBR)
23-Feb-22,Antonov An-2,,Taraz Zhana Alem,0,10 km S of Aralsk
24-Feb-22,Antonov An-22A,UR-09307,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
